Price,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AMZN,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
2025-12-08 14:30:00+00:00,,277.55999755859375,,317.95001220703125,668.7734985351562,95.82530212402344,279.6693115234375,,321.2300109863281,676.7100219726562,99.81999969482422,277.45001220703125,,317.6600036621094,665.635009765625,95.78500366210938,278.1684875488281,,320.8800048828125,669.6849975585938,99.79000091552734,6285926,,3758988,2929014,18330581
2025-12-08 15:30:00+00:00,,277.4599914550781,,315.869384765625,669.8380126953125,95.92500305175781,277.8800048828125,,317.8999938964844,670.77001953125,96.56999969482422,276.7049865722656,,315.6199951171875,667.52001953125,95.30000305175781,277.54998779296875,,317.8999938964844,668.7000122070312,95.81999969482422,3326326,,2078465,1062264,12653429
2025-12-08 16:30:00+00:00,,277.2300109863281,,313.0199890136719,669.4299926757812,96.11199951171875,277.8190002441406,,316.1600036621094,670.9000244140625,96.52999877929688,277.0000915527344,,311.9100036621094,668.0700073242188,95.51000213623047,277.4700012207031,,315.8200988769531,669.8800048828125,95.93000030517578,1896481,,2665657,690379,7657343
2025-12-08 17:30:00+00:00,,276.9700012207031,,312.8323974609375,667.8599853515625,95.66000366210938,277.84991455078125,,313.989990234375,670.2098999023438,96.23999786376953,276.8699951171875,,312.19000244140625,667.6500244140625,95.55000305175781,277.2099914550781,,313.0436096191406,669.4299926757812,96.12000274658203,1999024,,1384447,569351,5494339
2025-12-08 18:30:00+00:00,,276.3599853515625,,313.6099853515625,666.4849853515625,96.31500244140625,276.9494934082031,,314.2698974609375,668.3599243164062,96.50499725341797,276.20001220703125,,312.7049865722656,666.02001953125,95.44999694824219,276.9494934082031,,312.8599853515625,667.75,95.6500015258789,1825108,,1098322,542845,6449408
2025-12-08 19:30:00+00:00,,276.92498779296875,,313.2699890136719,668.2100219726562,96.95999908447266,276.9700012207031,,314.06500244140625,668.3400268554688,97.02999877929688,276.1499938964844,,312.8399963378906,666.239990234375,96.0199966430664,276.3699951171875,,313.5950012207031,666.489990234375,96.31500244140625,2861661,,1012658,483116,7141535
2025-12-08 20:30:00+00:00,,277.9599914550781,,314.2900085449219,667.030029296875,96.83999633789062,277.9849853515625,,314.57000732421875,668.3499755859375,97.04000091552734,276.6600036621094,,312.6400146484375,666.3699951171875,96.23999786376953,276.92999267578125,,313.2650146484375,668.2449951171875,96.95999908447266,2613900,,6086234,827687,5815091
2025-12-09 14:30:00+00:00,,277.70001220703125,,314.1424865722656,656.719970703125,96.6449966430664,280.0299987792969,,314.5715026855469,666.7999877929688,97.11000061035156,277.3500061035156,,312.6199951171875,653.3400268554688,96.2300033569336,277.8900146484375,,314.45001220703125,666.7999877929688,96.79000091552734,5341504,,2063287,2277901,7862597
2025-12-09 15:30:00+00:00,,277.4100036621094,,314.6199951171875,655.5,96.06500244140625,278.0,,315.2699890136719,658.2957763671875,96.71499633789062,277.0299987792969,,313.5400085449219,654.5999755859375,95.87999725341797,277.70001220703125,,314.1424865722656,656.719970703125,96.6449966430664,2290151,,1009941,1193432,4915351
2025-12-09 16:30:00+00:00,,277.875,,317.63079833984375,655.3300170898438,95.92500305175781,278.1199951171875,,317.67999267578125,657.423583984375,96.62999725341797,277.20001220703125,,314.4599914550781,654.27001953125,95.76000213623047,277.4100036621094,,314.6400146484375,655.5,96.06500244140625,1696929,,1191496,766280,4367552
2025-12-09 17:30:00+00:00,,278.385009765625,,318.6700134277344,657.4849853515625,95.78379821777344,278.739990234375,,318.7088928222656,657.6500244140625,96.06999969482422,277.79998779296875,,317.3299865722656,653.7849731445312,95.44999694824219,277.875,,317.63079833984375,655.3300170898438,95.92500305175781,1988455,,1262633,779705,4083576
2025-12-09 18:30:00+00:00,,278.69000244140625,,318.2799987792969,657.97998046875,96.58989715576172,278.8900146484375,,318.70001220703125,660.0900268554688,97.19000244140625,278.1199951171875,,317.7101135253906,657.2999877929688,95.75,278.385009765625,,318.6700134277344,657.4849853515625,95.78379821777344,1262893,,629339,764940,5067300
2025-12-09 19:30:00+00:00,,277.864990234375,,317.9200134277344,656.3499755859375,96.8499984741211,278.75,,318.4750061035156,658.5,96.93000030517578,277.6499938964844,,317.58648681640625,656.2899780273438,96.3499984741211,278.69000244140625,,318.2799987792969,657.97998046875,96.58000183105469,1906538,,764080,595350,3500625
2025-12-09 20:30:00+00:00,,277.2300109863281,,317.7900085449219,656.8200073242188,96.70999908447266,278.25,,318.0199890136719,666.7999877929688,97.23999786376953,276.9200134277344,,314.45001220703125,655.5999755859375,96.44000244140625,277.864990234375,,317.9200134277344,656.3499755859375,96.8499984741211,2737573,,1170453,774237,4138582
2025-12-10 14:30:00+00:00,,277.45001220703125,,318.739990234375,651.3175048828125,95.5250015258789,278.7929992675781,,319.5199890136719,654.510009765625,96.95999908447266,276.5849914550781,,315.3999938964844,647.3099975585938,95.08000183105469,277.8699951171875,,316.6199951171875,650.4000244140625,96.73500061035156,3868165,,2497344,1971573,8028921
2025-12-10 15:30:00+00:00,,278.2576904296875,,318.6000061035156,652.8491821289062,94.94999694824219,278.2799987792969,,318.8595886230469,652.9500122070312,95.56780242919922,276.44000244140625,,317.3599853515625,648.0800170898438,94.62999725341797,277.4549865722656,,318.70001220703125,651.0399780273438,95.5199966430664,1880040,,887438,1226649,6148312
2025-12-10 16:30:00+00:00,,278.5264892578125,,317.0751037597656,650.25,94.79000091552734,278.8900146484375,,318.82501220703125,653.3115234375,95.05999755859375,277.9750061035156,,317.07000732421875,649.8800048828125,94.56999969482422,278.2300109863281,,318.57000732421875,652.8300170898438,94.95500183105469,1611918,,900377,638304,3158059
2025-12-10 17:30:00+00:00,,278.1199951171875,,316.70001220703125,644.8438110351562,94.22000122070312,279.2799987792969,,318.0295104980469,651.0,94.81999969482422,278.0849914550781,,316.6888122558594,644.030029296875,94.16000366210938,278.5199890136719,,317.0400085449219,650.2000122070312,94.78500366210938,1374275,,711869,1159629,4973469
2025-12-10 18:30:00+00:00,,278.2200012207031,,318.6099853515625,645.489990234375,93.4749984741211,279.2200012207031,,319.6000061035156,649.1699829101562,94.27999877929688,277.9100036621094,,316.45001220703125,644.0999755859375,93.3499984741211,278.1199951171875,,316.6499938964844,644.719970703125,94.22000122070312,1631790,,1057225,1289902,7085060
2025-12-10 19:30:00+00:00,,278.9800109863281,,320.510009765625,647.9199829101562,93.40989685058594,279.75,,320.8500061035156,650.1300048828125,93.73999786376953,277.70001220703125,,318.17999267578125,643.3975830078125,92.9800033569336,278.2200012207031,,318.67999267578125,645.489990234375,93.47599792480469,2578278,,1555562,1545291,7418112
2025-12-10 20:30:00+00:00,,278.7200012207031,,320.8500061035156,649.9299926757812,92.69999694824219,279.3699951171875,,321.8699951171875,650.8800048828125,93.43000030517578,278.5899963378906,,320.489990234375,647.905029296875,92.3499984741211,278.989990234375,,320.55999755859375,648.0399780273438,93.40499877929688,2242651,,1865336,1033356,9019771
2025-12-11 14:30:00+00:00,,276.1199951171875,,317.05999755859375,652.6099853515625,94.3949966430664,279.5799865722656,,321.989990234375,655.280029296875,94.51000213623047,273.80999755859375,,314.5199890136719,640.7949829101562,92.76000213623047,279.0950012207031,,320.94000244140625,642.72998046875,93.8550033569336,6887208,,3634473,2302563,9038298
2025-12-11 15:30:00+00:00,,275.82501220703125,,315.54998779296875,646.6099853515625,94.08499908447266,276.5899963378906,,317.8900146484375,653.1849975585938,94.68000030517578,275.20001220703125,,315.239990234375,646.0300903320312,93.70999908447266,276.114990234375,,317.07501220703125,652.5399780273438,94.3949966430664,2343607,,1521142,990587,4362495
2025-12-11 16:30:00+00:00,,277.9049987792969,,316.05999755859375,648.8400268554688,94.62000274658203,278.17999267578125,,316.5400085449219,649.719970703125,94.81999969482422,275.80999755859375,,314.6600036621094,645.2999877929688,93.98999786376953,275.82000732421875,,315.5249938964844,646.7100219726562,94.08499908447266,2412367,,1109293,586515,3473366
2025-12-11 17:30:00+00:00,,277.5226135253906,,313.3900146484375,649.3900146484375,94.08999633789062,278.3500061035156,,316.543212890625,650.4500122070312,94.7699966430664,277.3800048828125,,309.8800048828125,647.9550170898438,94.07499694824219,277.9200134277344,,316.0574951171875,648.8350219726562,94.61219787597656,1473658,,2408094,651876,2643380
2025-12-11 18:30:00+00:00,,277.760009765625,,313.6050109863281,651.9199829101562,94.4198989868164,278.2099914550781,,314.55999755859375,653.4149780273438,94.45999908447266,277.510009765625,,311.2349853515625,649.22998046875,94.05000305175781,277.5249938964844,,313.4100036621094,649.3400268554688,94.0999984741211,1432317,,2208647,660057,2583434
2025-12-11 19:30:00+00:00,,278.0950012207031,,313.3500061035156,650.5499877929688,93.8499984741211,278.2149963378906,,314.29998779296875,653.280029296875,94.41999816894531,277.59130859375,,312.8399963378906,650.2000122070312,93.70999908447266,277.760009765625,,313.6300048828125,652.0,94.41000366210938,1817634,,1218542,639281,3095959
2025-12-11 20:30:00+00:00,,278.05999755859375,,313.7099914550781,652.780029296875,94.11499786376953,278.2099914550781,,314.1099853515625,652.8699951171875,94.13999938964844,277.4700012207031,,312.85009765625,650.1500244140625,93.68000030517578,278.0899963378906,,313.3399963378906,650.52001953125,93.8499984741211,1985352,,1611593,649752,2855312
2025-12-12 14:30:00+00:00,,277.8699951171875,,309.5899963378906,644.010009765625,95.54000091552734,279.2200012207031,,316.1300048828125,652.010009765625,96.91999816894531,276.9700927734375,,309.4330139160156,643.8499755859375,95.125,277.0,,315.0950012207031,647.0,95.125,3907328,,3133641,1868580,11663856
2025-12-12 15:30:00+00:00,,277.739990234375,,308.0,641.469970703125,95.15499877929688,278.8599853515625,,310.94000244140625,647.2000122070312,96.06999969482422,277.44000244140625,,307.0880126953125,639.010009765625,94.88009643554688,277.8800048828125,,309.6099853515625,643.9299926757812,95.54199981689453,3485545,,2344376,1448891,3629040
2025-12-12 16:30:00+00:00,,277.8550109863281,,309.57000732421875,643.219970703125,95.15499877929688,278.44000244140625,,310.7799987792969,643.8223266601562,95.41999816894531,277.2807922363281,,306.9599914550781,638.6099853515625,94.84500122070312,277.7699890136719,,308.0,641.3699951171875,95.15499877929688,2096132,,1633867,1057779,2672382
2025-12-12 17:30:00+00:00,,279.04998779296875,,311.6499938964844,647.5001220703125,95.44000244140625,279.19000244140625,,311.69000244140625,648.5,95.55999755859375,277.8349914550781,,309.0199890136719,642.2650146484375,95.0199966430664,277.8349914550781,,309.57000732421875,643.3699951171875,95.15560150146484,2564725,,1082515,872664,1950927
2025-12-12 18:30:00+00:00,,277.95001220703125,,310.9627990722656,645.3099975585938,95.55500030517578,279.04998779296875,,311.8900146484375,648.5,95.79000091552734,277.7300109863281,,310.3900146484375,645.094970703125,95.38999938964844,279.0400085449219,,311.6499938964844,647.6799926757812,95.44499969482422,2354465,,809271,604159,10145800
