Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-21 09:30:00-04:00,337.29998779296875,255.82000732421875,351.95001220703125,712.35498046875,73.05000305175781,337.79998779296875,257.1199951171875,353.2900085449219,716.2899780273438,73.12000274658203,333.04998779296875,253.60000610351562,344.79998779296875,679.5999755859375,71.79000091552734,335.20001220703125,256.5199890136719,346.1000061035156,680.3800048828125,71.94000244140625,7995425,9032052,4640366,12617758,8559742
2026-09-21 10:30:00-04:00,337.0400085449219,255.4199981689453,352.1600036621094,712.5349731445312,73.33000183105469,338.2149963378906,256.7099914550781,353.29998779296875,713.6895751953125,73.57499694824219,336.30999755859375,254.47999572753906,349.93798828125,706.0999755859375,72.73999786376953,337.2900085449219,255.83999633789062,351.8500061035156,712.35498046875,73.05500030517578,3529230,3843650,1536649,3687001,4183459
2026-09-21 11:30:00-04:00,338.5299987792969,257.864990234375,352.5299072265625,726.530029296875,73.63500213623047,339.0,257.8999938964844,353.0299987792969,728.4000244140625,73.73999786376953,336.9049987792969,255.1300048828125,351.6199951171875,712.3699951171875,73.27999877929688,337.0299987792969,255.4149932861328,352.1600036621094,712.405029296875,73.33499908447266,3353338,4067639,1508527,5651487,3033096
2026-09-21 12:30:00-04:00,338.760009765625,257.6625061035156,352.0474853515625,737.6489868164062,73.65499877929688,339.260009765625,258.69000244140625,352.7200012207031,738.3099975585938,73.81500244140625,338.4100036621094,257.2699890136719,351.0960998535156,726.469970703125,73.58000183105469,338.5398864746094,257.864990234375,352.55499267578125,726.4949951171875,73.62999725341797,1905170,4255484,965624,5155601,2154252
2026-09-21 13:30:00-04:00,338.9200134277344,258.29998779296875,351.4549865722656,747.3400268554688,73.29499816894531,339.1199951171875,259.05999755859375,352.6199951171875,749.489990234375,73.65499877929688,337.75,257.5,351.0899963378906,736.3400268554688,73.19000244140625,338.760009765625,257.673095703125,352.0920104980469,737.6397094726562,73.65499877929688,2223067,2839940,1324439,6894905,3280985
2026-09-21 14:30:00-04:00,339.4383850097656,258.9700012207031,352.1000061035156,746.25,73.81500244140625,339.55999755859375,259.489990234375,352.1600036621094,748.760009765625,73.87000274658203,338.19000244140625,258.1199951171875,350.2950134277344,742.8699951171875,73.2300033569336,338.9150085449219,258.28009033203125,351.4800109863281,747.3400268554688,73.29499816894531,2820146,3551198,1451492,4744226,5041910
2026-09-21 15:30:00-04:00,338.8900146484375,258.42999267578125,351.07501220703125,741.1300048828125,73.36000061035156,339.6400146484375,259.489990234375,352.54998779296875,753.0,73.86000061035156,338.80999755859375,258.0409851074219,350.6199951171875,740.8300170898438,73.30999755859375,339.45001220703125,258.9750061035156,352.1099853515625,746.1599731445312,73.80999755859375,3068501,4250538,2019726,5723995,3981145
2026-09-22 09:30:00-04:00,340.43499755859375,256.739990234375,357.20001220703125,751.0650024414062,72.0199966430664,345.3399963378906,259.0,359.9800109863281,757.27001953125,73.76000213623047,338.75,253.7899932861328,352.95001220703125,730.0,71.93000030517578,340.3299865722656,255.3800048828125,353.5,731.4749755859375,73.75299835205078,9894702,9708498,5970057,11148096,8111566
