Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-14 09:30:00-04:00,333.19500732421875,251.92010498046875,340.6099853515625,653.1500854492188,79.81500244140625,335.0799865722656,255.1999969482422,343.6400146484375,663.9000244140625,80.30000305175781,331.3399963378906,250.75,338.739990234375,649.25,78.48999786376953,334.8299865722656,253.375,339.1099853515625,657.6199951171875,78.97000122070312,9965651,8792005,5592896,5866575,9041100
2026-09-14 10:30:00-04:00,332.6600036621094,253.07000732421875,342.0015869140625,656.030029296875,80.31999969482422,333.4670104980469,253.3800048828125,342.56500244140625,657.5399780273438,80.45829772949219,332.1180114746094,251.5800018310547,339.7900085449219,650.5001220703125,79.72000122070312,333.17999267578125,251.91009521484375,340.5851135253906,653.1799926757812,79.80000305175781,3912426,3238562,1518751,1971694,3356205
2026-09-14 11:30:00-04:00,334.5849914550781,253.41000366210938,342.5718078613281,660.5999755859375,80.70500183105469,335.5,254.72000122070312,343.1000061035156,661.989990234375,80.83000183105469,332.6499938964844,252.85000610351562,341.260009765625,655.6500244140625,80.25,332.6549987792969,253.02999877929688,341.9800109863281,656.02001953125,80.31500244140625,4342623,3315918,1026027,1941129,3042809
2026-09-14 12:30:00-04:00,334.6199951171875,254.8699951171875,344.5400085449219,665.4600219726562,80.63500213623047,335.260009765625,255.06500244140625,344.6199951171875,666.219970703125,81.01000213623047,334.0,253.1999969482422,342.57000732421875,660.469970703125,80.58999633789062,334.5899963378906,253.41000366210938,342.57000732421875,660.5999755859375,80.70500183105469,2727094,2481878,1677222,1577679,2251738
2026-09-14 13:30:00-04:00,334.489990234375,255.02999877929688,344.57000732421875,667.8400268554688,80.73500061035156,334.7149963378906,255.9499969482422,346.44000244140625,668.5999755859375,80.81900024414062,333.57000732421875,254.86000061035156,343.6000061035156,663.8900146484375,80.46369934082031,334.6199951171875,254.86000061035156,344.5400085449219,665.6300048828125,80.63500213623047,1964124,3280384,3867121,1906042,1969645
2026-09-14 14:30:00-04:00,334.3999938964844,253.5749969482422,345.0150146484375,665.760009765625,80.42500305175781,335.4200134277344,255.47999572753906,345.2900085449219,668.1900024414062,80.77999877929688,333.4800109863281,252.72999572753906,343.20001220703125,664.0900268554688,80.2699966430664,334.489990234375,255.05999755859375,344.5199890136719,667.8099975585938,80.74500274658203,3910657,3340023,1670239,1204538,2090135
2026-09-14 15:30:00-04:00,333.04998779296875,253.55999755859375,345.739990234375,665.7100219726562,80.33000183105469,334.5899963378906,254.1199951171875,345.9700012207031,668.510009765625,80.4749984741211,333.0,253.36000061035156,344.3900146484375,664.5999755859375,80.12000274658203,334.39990234375,253.5749969482422,345.0,665.760009765625,80.41999816894531,4184614,3975265,2209059,1779203,4154108
2026-09-15 09:30:00-04:00,329.5400085449219,249.60000610351562,341.010009765625,668.2150268554688,77.63999938964844,331.5899963378906,253.27000427246094,344.3599853515625,678.8699951171875,79.48079681396484,328.3500061035156,249.125,340.2200012207031,656.2000122070312,77.45999908447266,330.260009765625,252.375,343.1549987792969,659.2999877929688,79.31999969482422,6573388,7132448,2524408,5583647,6362035
