Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT,AAPL,GOOG,MSFT
Datetime,,,,,,,,,,,,,,,
2025-10-15 13:30:00+00:00,250.85000610351562,251.97000122070312,515.9000244140625,251.82000732421875,252.60000610351562,517.1799926757812,248.63999938964844,246.7899932861328,513.6799926757812,249.3800048828125,247.91000366210938,514.5549926757812,8163531,3814027,3140864
2025-10-15 14:30:00+00:00,249.85989379882812,251.00999450683594,515.885009765625,251.4691925048828,252.75999450683594,517.1300048828125,249.8000030517578,250.41099548339844,514.9099731445312,250.8699951171875,251.97000122070312,515.9500122070312,3430819,1835298,1825967
2025-10-15 15:30:00+00:00,249.77499389648438,249.99000549316406,514.17138671875,250.04969787597656,251.13999938964844,516.3599853515625,248.72000122070312,249.22999572753906,513.75,249.82000732421875,250.9398956298828,515.9149780273438,2879510,1219453,1297644
2025-10-15 16:30:00+00:00,248.0904998779297,248.23500061035156,511.05029296875,249.9499053955078,250.26499938964844,514.489990234375,247.47999572753906,247.44000244140625,510.0,249.77999877929688,249.94000244140625,514.1799926757812,2290291,994289,1105826
2025-10-15 17:30:00+00:00,249.64700317382812,250.47000122070312,513.1699829101562,249.8000030517578,250.7095947265625,513.510009765625,248.0500030517578,248.1905059814453,510.9100036621094,248.10499572753906,248.1905059814453,511.010009765625,1934212,802770,753872
2025-10-15 18:30:00+00:00,249.9199981689453,251.17999267578125,514.260009765625,250.10000610351562,251.64999389648438,514.3900146484375,249.47999572753906,250.39999389648438,512.9849853515625,249.64999389648438,250.47999572753906,513.0399780273438,2139459,1348683,711766
2025-10-15 19:30:00+00:00,249.42999267578125,251.72900390625,513.739990234375,250.07000732421875,251.7899932861328,514.239990234375,248.1699981689453,250.4199981689453,511.1099853515625,249.92999267578125,251.1699981689453,514.2000122070312,4229173,1885384,1962185
2025-10-16 13:30:00+00:00,247.50999450683594,255.42999267578125,514.8800048828125,248.3800048828125,257.5799865722656,515.5900268554688,246.17999267578125,252.38999938964844,511.6499938964844,248.27000427246094,252.47000122070312,512.72998046875,9564057,5904503,2558038
